project_id,role,employee_id,semantic_score,skill_overlap,availability_pct,experience_years,final_score,eligible
P005,Data Scientist,E076,0.616,0.25,100,3,0.6884,True
P005,Data Scientist,E025,0.5895,0.25,100,6,0.6805,True
P005,Data Scientist,E048,0.5922,0.5,100,5,0.6788,True
P005,Data Scientist,E015,0.6074,0.25,100,1,0.6752,True
P005,Data Scientist,E031,0.5863,0.25,100,5,0.6747,True
P005,Data Scientist,E066,0.5592,0.5,100,10,0.6736,True
P005,Data Scientist,E038,0.5902,0.25,100,2,0.6667,True
P005,Data Scientist,E054,0.7232,0.5,80,2,0.6598,True
P005,Data Scientist,E016,0.6749,0.5,80,11,0.6581,True
P005,Data Scientist,E065,0.7202,0.5,80,2,0.6577,True
P005,Data Scientist,E056,0.6866,0.5,80,8,0.6556,True
P005,Data Scientist,E024,0.689,0.5,80,7,0.6537,True
P005,Data Scientist,E077,0.7036,0.5,80,3,0.6497,True
P005,Data Scientist,E061,0.5339,0.5,100,8,0.6488,True
P005,Data Scientist,E062,0.6525,0.5,80,12,0.646,True
P005,Data Scientist,E080,0.6426,0.5,80,6,0.6177,True
P005,Data Scientist,E034,0.6627,0.5,80,2,0.6175,True
P005,Data Scientist,E026,0.6303,0.5,80,8,0.6162,True
P005,Data Scientist,E013,0.4828,0.25,100,8,0.613,True
P005,Data Scientist,E042,0.6244,0.5,80,7,0.6085,True
P005,Data Scientist,E037,0.5016,0.5,100,3,0.6082,True
P005,Data Scientist,E043,0.609,0.25,80,9,0.6048,True
P005,Data Scientist,E071,0.6096,0.25,80,6,0.5946,True
P005,Data Scientist,E008,0.6039,0.5,80,6,0.5906,True
P005,Data Scientist,E006,0.7063,0.5,60,12,0.5837,True
P005,Data Scientist,E007,0.5867,0.5,80,7,0.5821,True
P005,Data Scientist,E036,0.59,0.25,80,6,0.5809,True
P005,Data Scientist,E011,0.6139,0.5,80,1,0.5798,True
P005,Data Scientist,E014,0.4704,0.25,100,1,0.5793,True
P005,Data Scientist,E019,0.5898,0.25,80,5,0.5771,True
P005,Data Scientist,E070,0.5691,0.5,80,7,0.5698,True
P005,Data Scientist,E032,0.5922,0.25,80,2,0.5681,True
P005,Data Scientist,E045,0.5907,0.25,80,2,0.567,True
P005,Data Scientist,E010,0.5569,0.25,80,8,0.5648,True
P005,Data Scientist,E079,0.5584,0.5,80,6,0.5588,True
P005,Data Scientist,E005,0.5546,0.25,80,5,0.5525,True
P005,Data Scientist,E020,0.5319,0.5,80,8,0.5473,True
P005,Data Scientist,E001,0.7034,0.25,60,1,0.5424,True
P005,Data Scientist,E039,0.6744,0.5,60,5,0.5363,True
P005,Data Scientist,E018,0.6447,0.5,60,9,0.5298,True
P005,Data Scientist,E022,0.6527,0.5,60,7,0.5283,True
P005,Data Scientist,E052,0.3819,0.0,100,4,0.5281,True
P005,Data Scientist,E072,0.5247,0.5,80,4,0.528,True
P005,Data Scientist,E033,0.5393,0.5,80,1,0.5275,True
P005,Data Scientist,E041,0.348,0.0,100,9,0.5222,True
P005,Data Scientist,E055,0.4929,0.5,80,8,0.52,True
P005,Data Scientist,E012,0.5157,0.25,80,3,0.5181,True
P005,Data Scientist,E067,0.6283,0.5,60,7,0.5113,True
P005,Data Scientist,E068,0.4799,0.75,80,7,0.5074,True
P005,Data Scientist,E002,0.6012,0.25,60,10,0.503,True
P005,Data Scientist,E063,0.6238,0.25,60,5,0.5009,True
P005,Data Scientist,E059,0.6116,0.25,60,5,0.4924,True
P005,Data Scientist,E051,0.4474,0.25,80,4,0.4739,True
P005,Data Scientist,E023,0.5706,0.5,60,4,0.4601,True
P005,Data Scientist,E078,0.5409,0.5,60,6,0.4465,True
P005,Data Scientist,E040,0.5635,0.5,60,1,0.4445,True
P005,Data Scientist,E003,0.5276,0.5,60,6,0.4372,True
P005,Data Scientist,E073,0.374,0.0,80,8,0.4368,True
P005,Data Scientist,E074,0.3727,0.0,80,8,0.4359,True
P005,Data Scientist,E021,0.5211,0.0,60,4,0.4255,True
P005,Data Scientist,E060,0.4852,0.75,60,9,0.4182,True
P005,Data Scientist,E004,0.3636,0.0,80,4,0.4152,True
P005,Data Scientist,E049,0.4579,0.25,60,10,0.4027,True
P005,Data Scientist,E057,0.3977,0.0,60,7,0.3498,True
P005,Data Scientist,E046,0.3687,0.25,60,4,0.3188,True
P005,Data Scientist,E017,0.6458,0.5,40,7,0.0,False
P005,Data Scientist,E027,0.6059,0.5,50,4,0.0,False
P005,Data Scientist,E047,0.6708,0.5,50,8,0.0,False
P005,Data Scientist,E035,0.4019,0.0,50,12,0.0,False
P005,Data Scientist,E053,0.6349,0.25,50,9,0.0,False
P005,Data Scientist,E069,0.5777,0.25,40,10,0.0,False
P006,DevOps,E041,0.8151,0.8,100,9,0.8456,True
P006,DevOps,E052,0.8177,0.8,100,4,0.8266,True
P006,DevOps,E066,0.7186,0.6,100,10,0.7822,True
P006,DevOps,E061,0.7002,0.6,100,8,0.761,True
P006,DevOps,E075,0.6912,0.6,100,9,0.7589,True
P006,DevOps,E074,0.797,0.6,80,8,0.7288,True
P006,DevOps,E058,0.6658,0.6,100,4,0.7202,True
P006,DevOps,E048,0.6556,0.4,100,5,0.7173,True
P006,DevOps,E073,0.7767,0.6,80,8,0.7145,True
P006,DevOps,E064,0.639,0.4,100,5,0.7057,True
P006,DevOps,E044,0.6411,0.4,100,4,0.7029,True
P006,DevOps,E031,0.6056,0.4,100,5,0.6823,True
P006,DevOps,E004,0.7417,0.4,80,4,0.6734,True
P006,DevOps,E009,0.5738,0.0,100,8,0.6725,True
P006,DevOps,E030,0.5681,0.2,100,8,0.6685,True
P006,DevOps,E076,0.5967,0.2,100,3,0.6677,True
P006,DevOps,E025,0.5724,0.0,100,6,0.6632,True
P006,DevOps,E029,0.578,0.0,100,5,0.663,True
P006,DevOps,E049,0.8322,0.6,60,10,0.6617,True
P006,DevOps,E050,0.5406,0.2,100,10,0.6576,True
P006,DevOps,E070,0.6979,0.6,80,7,0.6552,True
P006,DevOps,E079,0.6901,0.4,80,6,0.6456,True
P006,DevOps,E055,0.6767,0.6,80,8,0.6446,True
P006,DevOps,E007,0.6749,0.4,80,7,0.6391,True
P006,DevOps,E043,0.6544,0.2,80,9,0.6331,True
P006,DevOps,E062,0.6353,0.4,80,12,0.6322,True
P006,DevOps,E072,0.6808,0.4,80,4,0.6308,True
P006,DevOps,E056,0.6488,0.4,80,8,0.625,True
P006,DevOps,E016,0.6159,0.4,80,11,0.6145,True
P006,DevOps,E024,0.6392,0.4,80,7,0.6141,True
P006,DevOps,E057,0.7808,0.4,60,7,0.6133,True
P006,DevOps,E077,0.6442,0.4,80,3,0.601,True
P006,DevOps,E028,0.5944,0.2,80,10,0.5952,True
P006,DevOps,E042,0.6119,0.0,80,7,0.595,True
P006,DevOps,E046,0.7726,0.6,60,4,0.595,True
P006,DevOps,E071,0.6148,0.2,80,6,0.5929,True
P006,DevOps,E010,0.6026,0.4,80,8,0.5927,True
P006,DevOps,E020,0.5861,0.4,80,8,0.5811,True
P006,DevOps,E039,0.7377,0.6,60,5,0.5747,True
P006,DevOps,E013,0.4333,0.2,100,8,0.5741,True
P006,DevOps,E018,0.6983,0.6,60,9,0.5638,True
P006,DevOps,E006,0.6685,0.4,60,12,0.5554,True
P006,DevOps,E037,0.4304,0.0,100,3,0.5513,True
P006,DevOps,E019,0.5561,0.2,80,5,0.5476,True
P006,DevOps,E078,0.6886,0.4,60,6,0.5445,True
P006,DevOps,E036,0.5455,0.2,80,6,0.5444,True
P006,DevOps,E026,0.5282,0.0,80,8,0.5406,True
P006,DevOps,E023,0.6947,0.4,60,4,0.5404,True
P006,DevOps,E005,0.5445,0.2,80,5,0.5395,True
P006,DevOps,E067,0.6598,0.2,60,7,0.5285,True
P006,DevOps,E059,0.6687,0.4,60,5,0.5264,True
P006,DevOps,E080,0.5155,0.4,80,6,0.5234,True
P006,DevOps,E063,0.6538,0.2,60,5,0.516,True
P006,DevOps,E068,0.4905,0.2,80,7,0.51,True
P006,DevOps,E002,0.6148,0.2,60,10,0.5095,True
P006,DevOps,E003,0.5981,0.4,60,6,0.4812,True
P006,DevOps,E022,0.5906,0.0,60,7,0.4801,True
P006,DevOps,E012,0.4632,0.2,80,3,0.4742,True
P006,DevOps,E051,0.4475,0.0,80,4,0.4674,True
P006,DevOps,E008,0.4265,0.2,80,6,0.461,True
P006,DevOps,E060,0.4757,0.2,60,9,0.408,True
P006,DevOps,E021,0.4861,0.0,60,4,0.3944,True
P006,DevOps,E011,0.5242,0.0,80,1,0.0,False
P006,DevOps,E001,0.516,0.0,60,1,0.0,False
P006,DevOps,E015,0.6143,0.0,100,1,0.0,False
P006,DevOps,E014,0.4317,0.0,100,1,0.0,False
P006,DevOps,E047,0.6652,0.6,50,8,0.0,False
P006,DevOps,E045,0.5369,0.2,80,2,0.0,False
P006,DevOps,E035,0.783,0.4,50,12,0.0,False
P006,DevOps,E034,0.5768,0.0,80,2,0.0,False
P006,DevOps,E040,0.6857,0.6,60,1,0.0,False
P006,DevOps,E032,0.6059,0.4,80,2,0.0,False
P006,DevOps,E027,0.6973,0.4,50,4,0.0,False
P006,DevOps,E017,0.5941,0.4,40,7,0.0,False
P006,DevOps,E038,0.5671,0.2,100,2,0.0,False
P006,DevOps,E033,0.5576,0.4,80,1,0.0,False
P006,DevOps,E054,0.5836,0.2,80,2,0.0,False
P006,DevOps,E053,0.5813,0.0,50,9,0.0,False
P006,DevOps,E069,0.5959,0.4,40,10,0.0,False
P006,DevOps,E065,0.5606,0.2,80,2,0.0,False
P006,Backend Dev,E066,0.8202,0.6,100,10,0.8533,True
P006,Backend Dev,E061,0.8123,0.6,100,8,0.8394,True
P006,Backend Dev,E075,0.8051,0.6,100,9,0.8385,True
P006,Backend Dev,E041,0.7735,0.8,100,9,0.8165,True
P006,Backend Dev,E048,0.777,0.4,100,5,0.8022,True
P006,Backend Dev,E052,0.7491,0.8,100,4,0.7785,True
P006,Backend Dev,E009,0.6742,0.0,100,8,0.7428,True
P006,Backend Dev,E029,0.6851,0.0,100,5,0.7379,True
P006,Backend Dev,E070,0.8156,0.6,80,7,0.7376,True
P006,Backend Dev,E025,0.671,0.0,100,6,0.7322,True
P006,Backend Dev,E055,0.7912,0.6,80,8,0.7247,True
P006,Backend Dev,E079,0.7998,0.4,80,6,0.7223,True
P006,Backend Dev,E007,0.7867,0.4,80,7,0.7174,True
P006,Backend Dev,E058,0.6541,0.6,100,4,0.7121,True
P006,Backend Dev,E076,0.6601,0.2,100,3,0.7121,True
P006,Backend Dev,E072,0.7792,0.4,80,4,0.6996,True
P006,Backend Dev,E044,0.6339,0.4,100,4,0.6979,True
P006,Backend Dev,E064,0.6211,0.4,100,5,0.6931,True
P006,Backend Dev,E074,0.733,0.6,80,8,0.6839,True
P006,Backend Dev,E031,0.5925,0.4,100,5,0.6731,True
P006,Backend Dev,E020,0.7096,0.4,80,8,0.6675,True
P006,Backend Dev,E030,0.5615,0.2,100,8,0.6639,True
P006,Backend Dev,E042,0.7058,0.0,80,7,0.6607,True
P006,Backend Dev,E043,0.6923,0.2,80,9,0.6596,True
P006,Backend Dev,E073,0.6928,0.6,80,8,0.6558,True
P006,Backend Dev,E050,0.5359,0.2,100,10,0.6543,True
P006,Backend Dev,E062,0.6516,0.4,80,12,0.6436,True
P006,Backend Dev,E078,0.7974,0.4,60,6,0.6207,True
P006,Backend Dev,E071,0.654,0.2,80,6,0.6203,True
P006,Backend Dev,E004,0.6653,0.4,80,4,0.6199,True
P006,Backend Dev,E026,0.6411,0.0,80,8,0.6196,True
P006,Backend Dev,E016,0.6217,0.4,80,11,0.6185,True
P006,Backend Dev,E023,0.8046,0.4,60,4,0.6174,True
P006,Backend Dev,E024,0.6391,0.4,80,7,0.614,True
P006,Backend Dev,E056,0.6301,0.4,80,8,0.6119,True
P006,Backend Dev,E028,0.6031,0.2,80,10,0.6013,True
P006,Backend Dev,E049,0.745,0.6,60,10,0.6007,True
P006,Backend Dev,E019,0.6244,0.2,80,5,0.5954,True
P006,Backend Dev,E077,0.6361,0.4,80,3,0.5953,True
P006,Backend Dev,E037,0.4874,0.0,100,3,0.5912,True
P006,Backend Dev,E036,0.5988,0.2,80,6,0.5817,True
P006,Backend Dev,E010,0.5841,0.4,80,8,0.5797,True
P006,Backend Dev,E013,0.4362,0.2,100,8,0.5761,True
P006,Backend Dev,E018,0.7006,0.6,60,9,0.5655,True
P006,Backend Dev,E003,0.7129,0.4,60,6,0.5615,True
P006,Backend Dev,E039,0.7159,0.6,60,5,0.5595,True
P006,Backend Dev,E067,0.7015,0.2,60,7,0.5577,True
P006,Backend Dev,E057,0.6963,0.4,60,7,0.554,True
P006,Backend Dev,E046,0.7122,0.6,60,4,0.5527,True
P006,Backend Dev,E059,0.7055,0.4,60,5,0.5522,True
P006,Backend Dev,E006,0.6608,0.4,60,12,0.5501,True
P006,Backend Dev,E068,0.5401,0.2,80,7,0.5447,True
P006,Backend Dev,E002,0.6615,0.2,60,10,0.5422,True
P006,Backend Dev,E063,0.6887,0.2,60,5,0.5404,True
P006,Backend Dev,E005,0.5386,0.2,80,5,0.5354,True
P006,Backend Dev,E080,0.5256,0.4,80,6,0.5304,True
P006,Backend Dev,E022,0.6403,0.0,60,7,0.5149,True
P006,Backend Dev,E051,0.5038,0.0,80,4,0.5068,True
P006,Backend Dev,E008,0.4357,0.2,80,6,0.4675,True
P006,Backend Dev,E012,0.4469,0.2,80,3,0.4628,True
P006,Backend Dev,E060,0.5315,0.2,60,9,0.447,True
P006,Backend Dev,E021,0.5293,0.0,60,4,0.4246,True
P006,Backend Dev,E011,0.6127,0.0,80,1,0.0,False
P006,Backend Dev,E001,0.6073,0.0,60,1,0.0,False
P006,Backend Dev,E015,0.6989,0.0,100,1,0.0,False
P006,Backend Dev,E014,0.4871,0.0,100,1,0.0,False
P006,Backend Dev,E047,0.6433,0.6,50,8,0.0,False
P006,Backend Dev,E045,0.5246,0.2,80,2,0.0,False
P006,Backend Dev,E035,0.6949,0.4,50,12,0.0,False
P006,Backend Dev,E034,0.6626,0.0,80,2,0.0,False
P006,Backend Dev,E040,0.781,0.6,60,1,0.0,False
P006,Backend Dev,E032,0.5919,0.4,80,2,0.0,False
P006,Backend Dev,E027,0.8102,0.4,50,4,0.0,False
P006,Backend Dev,E017,0.594,0.4,40,7,0.0,False
P006,Backend Dev,E038,0.5523,0.2,100,2,0.0,False
P006,Backend Dev,E033,0.6589,0.4,80,1,0.0,False
P006,Backend Dev,E054,0.555,0.2,80,2,0.0,False
P006,Backend Dev,E053,0.6254,0.0,50,9,0.0,False
P006,Backend Dev,E069,0.601,0.4,40,10,0.0,False
P006,Backend Dev,E065,0.5546,0.2,80,2,0.0,False
P006,Data Engineer,E058,0.7975,0.6,100,4,0.8124,True
P006,Data Engineer,E064,0.7724,0.4,100,5,0.799,True
P006,Data Engineer,E044,0.748,0.4,100,4,0.7778,True
P006,Data Engineer,E031,0.6954,0.4,100,5,0.7451,True
P006,Data Engineer,E030,0.6679,0.2,100,8,0.7384,True
P006,Data Engineer,E041,0.6424,0.8,100,9,0.7247,True
P006,Data Engineer,E050,0.6337,0.2,100,10,0.7228,True
P006,Data Engineer,E075,0.6333,0.6,100,9,0.7183,True
P006,Data Engineer,E056,0.7812,0.4,80,8,0.7177,True
P006,Data Engineer,E066,0.6239,0.6,100,10,0.7159,True
P006,Data Engineer,E016,0.7353,0.4,80,11,0.698,True
P006,Data Engineer,E062,0.725,0.4,80,12,0.695,True
P006,Data Engineer,E052,0.6287,0.8,100,4,0.6942,True
P006,Data Engineer,E077,0.7763,0.4,80,3,0.6934,True
P006,Data Engineer,E024,0.7491,0.4,80,7,0.691,True
P006,Data Engineer,E061,0.5911,0.6,100,8,0.6846,True
P006,Data Engineer,E048,0.5836,0.4,100,5,0.6668,True
P006,Data Engineer,E028,0.6746,0.2,80,10,0.6514,True
P006,Data Engineer,E010,0.6863,0.4,80,8,0.6512,True
P006,Data Engineer,E006,0.8024,0.4,60,12,0.6492,True
P006,Data Engineer,E076,0.5596,0.2,100,3,0.6417,True
P006,Data Engineer,E013,0.5253,0.2,100,8,0.6385,True
P006,Data Engineer,E039,0.8162,0.6,60,5,0.6296,True
P006,Data Engineer,E018,0.7833,0.6,60,9,0.6233,True
P006,Data Engineer,E029,0.501,0.0,100,5,0.609,True
P006,Data Engineer,E070,0.6272,0.6,80,7,0.6057,True
P006,Data Engineer,E005,0.6358,0.2,80,5,0.6034,True
P006,Data Engineer,E025,0.4836,0.0,100,6,0.601,True
P006,Data Engineer,E009,0.4704,0.0,100,8,0.6001,True
P006,Data Engineer,E074,0.6126,0.6,80,8,0.5996,True
P006,Data Engineer,E043,0.576,0.2,80,9,0.5782,True
P006,Data Engineer,E073,0.5759,0.6,80,8,0.5739,True
P006,Data Engineer,E079,0.5833,0.4,80,6,0.5708,True
P006,Data Engineer,E080,0.5781,0.4,80,6,0.5672,True
P006,Data Engineer,E055,0.5652,0.6,80,8,0.5665,True
P006,Data Engineer,E007,0.5647,0.4,80,7,0.562,True
P006,Data Engineer,E071,0.5645,0.2,80,6,0.5576,True
P006,Data Engineer,E072,0.5761,0.4,80,4,0.5575,True
P006,Data Engineer,E020,0.5231,0.4,80,8,0.537,True
P006,Data Engineer,E037,0.4094,0.0,100,3,0.5366,True
P006,Data Engineer,E004,0.5443,0.4,80,4,0.5351,True
P006,Data Engineer,E042,0.5258,0.0,80,7,0.5347,True
P006,Data Engineer,E012,0.5452,0.2,80,3,0.5317,True
P006,Data Engineer,E049,0.645,0.6,60,10,0.5307,True
P006,Data Engineer,E036,0.5061,0.2,80,6,0.5168,True
P006,Data Engineer,E019,0.5072,0.2,80,5,0.5134,True
P006,Data Engineer,E008,0.4926,0.2,80,6,0.5073,True
P006,Data Engineer,E026,0.4713,0.0,80,8,0.5008,True
P006,Data Engineer,E057,0.5872,0.4,60,7,0.4777,True
P006,Data Engineer,E078,0.5836,0.4,60,6,0.471,True
P006,Data Engineer,E059,0.5888,0.4,60,5,0.4705,True
P006,Data Engineer,E067,0.5728,0.2,60,7,0.4676,True
P006,Data Engineer,E002,0.5539,0.2,60,10,0.4669,True
P006,Data Engineer,E068,0.4269,0.2,80,7,0.4655,True
P006,Data Engineer,E063,0.5804,0.2,60,5,0.4646,True
P006,Data Engineer,E023,0.5839,0.4,60,4,0.4629,True
P006,Data Engineer,E046,0.5728,0.6,60,4,0.4551,True
P006,Data Engineer,E022,0.5302,0.0,60,7,0.4378,True
P006,Data Engineer,E021,0.546,0.0,60,4,0.4364,True
P006,Data Engineer,E003,0.5289,0.4,60,6,0.4327,True
P006,Data Engineer,E051,0.3962,0.0,80,4,0.4315,True
P006,Data Engineer,E060,0.4207,0.2,60,9,0.3695,True
P006,Data Engineer,E011,0.4421,0.0,80,1,0.0,False
P006,Data Engineer,E001,0.495,0.0,60,1,0.0,False
P006,Data Engineer,E015,0.5101,0.0,100,1,0.0,False
P006,Data Engineer,E014,0.3977,0.0,100,1,0.0,False
P006,Data Engineer,E047,0.7879,0.6,50,8,0.0,False
P006,Data Engineer,E045,0.6291,0.2,80,2,0.0,False
P006,Data Engineer,E035,0.5827,0.4,50,12,0.0,False
P006,Data Engineer,E034,0.5174,0.0,80,2,0.0,False
P006,Data Engineer,E040,0.6128,0.6,60,1,0.0,False
P006,Data Engineer,E032,0.7171,0.4,80,2,0.0,False
P006,Data Engineer,E027,0.6034,0.4,50,4,0.0,False
P006,Data Engineer,E017,0.6853,0.4,40,7,0.0,False
P006,Data Engineer,E038,0.6618,0.2,100,2,0.0,False
P006,Data Engineer,E033,0.5134,0.4,80,1,0.0,False
P006,Data Engineer,E054,0.6733,0.2,80,2,0.0,False
P006,Data Engineer,E053,0.5392,0.0,50,9,0.0,False
P006,Data Engineer,E069,0.6637,0.4,40,10,0.0,False
P006,Data Engineer,E065,0.6459,0.2,80,2,0.0,False
P007,Full Stack Dev,E009,0.7634,0.5,100,8,0.8052,True
P007,Full Stack Dev,E029,0.7754,0.5,100,5,0.8011,True
P007,Full Stack Dev,E025,0.7342,0.25,100,6,0.7765,True
P007,Full Stack Dev,E066,0.6913,0.5,100,10,0.7631,True
P007,Full Stack Dev,E048,0.7199,0.5,100,5,0.7623,True
P007,Full Stack Dev,E075,0.6958,0.5,100,9,0.7621,True
P007,Full Stack Dev,E076,0.7303,0.25,100,3,0.7612,True
P007,Full Stack Dev,E061,0.6783,0.5,100,8,0.7456,True
P007,Full Stack Dev,E043,0.7883,0.25,80,9,0.7268,True
P007,Full Stack Dev,E044,0.6701,0.5,100,4,0.7232,True
P007,Full Stack Dev,E050,0.6216,0.5,100,10,0.7143,True
P007,Full Stack Dev,E042,0.7728,0.5,80,7,0.7076,True
P007,Full Stack Dev,E026,0.75,0.5,80,8,0.6958,True
P007,Full Stack Dev,E064,0.6205,0.5,100,5,0.6927,True
P007,Full Stack Dev,E071,0.7531,0.25,80,6,0.6896,True
P007,Full Stack Dev,E058,0.6219,0.5,100,4,0.6895,True
P007,Full Stack Dev,E030,0.5889,0.25,100,8,0.6831,True
P007,Full Stack Dev,E019,0.7419,0.25,80,5,0.6777,True
P007,Full Stack Dev,E007,0.7299,0.5,80,7,0.6776,True
P007,Full Stack Dev,E031,0.5807,0.25,100,5,0.6648,True
P007,Full Stack Dev,E036,0.7159,0.25,80,6,0.6636,True
P007,Full Stack Dev,E079,0.7135,0.5,80,6,0.662,True
P007,Full Stack Dev,E037,0.579,0.5,100,3,0.6553,True
P007,Full Stack Dev,E070,0.6952,0.5,80,7,0.6533,True
P007,Full Stack Dev,E028,0.6587,0.5,80,10,0.6403,True
P007,Full Stack Dev,E067,0.8076,0.5,60,7,0.632,True
P007,Full Stack Dev,E062,0.6339,0.5,80,12,0.6312,True
P007,Full Stack Dev,E016,0.6343,0.5,80,11,0.6273,True
P007,Full Stack Dev,E022,0.8006,0.5,60,7,0.6271,True
P007,Full Stack Dev,E020,0.6516,0.5,80,8,0.627,True
P007,Full Stack Dev,E055,0.6512,0.5,80,8,0.6267,True
P007,Full Stack Dev,E052,0.5246,0.0,100,4,0.6214,True
P007,Full Stack Dev,E024,0.6442,0.5,80,7,0.6176,True
P007,Full Stack Dev,E072,0.6607,0.5,80,4,0.6166,True
P007,Full Stack Dev,E063,0.7972,0.25,60,5,0.6164,True
P007,Full Stack Dev,E041,0.4807,0.0,100,9,0.6115,True
P007,Full Stack Dev,E002,0.7595,0.25,60,10,0.6108,True
P007,Full Stack Dev,E056,0.6278,0.5,80,8,0.6103,True
P007,Full Stack Dev,E059,0.7797,0.25,60,5,0.6041,True
P007,Full Stack Dev,E077,0.6422,0.5,80,3,0.5995,True
P007,Full Stack Dev,E013,0.4555,0.25,100,8,0.5897,True
P007,Full Stack Dev,E068,0.6003,0.75,80,7,0.5869,True
P007,Full Stack Dev,E080,0.5738,0.5,80,6,0.5642,True
P007,Full Stack Dev,E010,0.557,0.25,80,8,0.5608,True
P007,Full Stack Dev,E023,0.718,0.5,60,4,0.5567,True
P007,Full Stack Dev,E006,0.6594,0.5,60,12,0.5491,True
P007,Full Stack Dev,E078,0.6952,0.5,60,6,0.5491,True
P007,Full Stack Dev,E051,0.5603,0.25,80,4,0.5464,True
P007,Full Stack Dev,E005,0.5412,0.25,80,5,0.5372,True
P007,Full Stack Dev,E008,0.5318,0.5,80,6,0.5348,True
P007,Full Stack Dev,E074,0.5159,0.0,80,8,0.532,True
P007,Full Stack Dev,E073,0.511,0.0,80,8,0.5285,True
P007,Full Stack Dev,E018,0.6404,0.5,60,9,0.5233,True
P007,Full Stack Dev,E039,0.6551,0.5,60,5,0.5169,True
P007,Full Stack Dev,E003,0.6365,0.5,60,6,0.508,True
P007,Full Stack Dev,E004,0.5024,0.0,80,4,0.5059,True
P007,Full Stack Dev,E060,0.6071,0.75,60,9,0.4999,True
P007,Full Stack Dev,E049,0.594,0.25,60,10,0.495,True
P007,Full Stack Dev,E012,0.4774,0.25,80,3,0.4842,True
P007,Full Stack Dev,E057,0.5384,0.0,60,7,0.4436,True
P007,Full Stack Dev,E021,0.536,0.0,60,4,0.4294,True
P007,Full Stack Dev,E046,0.5282,0.25,60,4,0.4239,True
P007,Full Stack Dev,E011,0.7335,0.5,80,1,0.0,False
P007,Full Stack Dev,E001,0.7761,0.25,60,1,0.0,False
P007,Full Stack Dev,E015,0.7567,0.25,100,1,0.0,False
P007,Full Stack Dev,E014,0.5559,0.25,100,1,0.0,False
P007,Full Stack Dev,E047,0.6231,0.5,50,8,0.0,False
P007,Full Stack Dev,E045,0.5585,0.25,80,2,0.0,False
P007,Full Stack Dev,E035,0.5425,0.0,50,12,0.0,False
P007,Full Stack Dev,E034,0.7793,0.5,80,2,0.0,False
P007,Full Stack Dev,E040,0.6553,0.5,60,1,0.0,False
P007,Full Stack Dev,E032,0.5596,0.25,80,2,0.0,False
P007,Full Stack Dev,E027,0.7436,0.5,50,4,0.0,False
P007,Full Stack Dev,E017,0.598,0.5,40,7,0.0,False
P007,Full Stack Dev,E038,0.5759,0.25,100,2,0.0,False
P007,Full Stack Dev,E033,0.6081,0.5,80,1,0.0,False
P007,Full Stack Dev,E054,0.6241,0.5,80,2,0.0,False
P007,Full Stack Dev,E053,0.776,0.25,50,9,0.0,False
P007,Full Stack Dev,E069,0.5937,0.25,40,10,0.0,False
P007,Full Stack Dev,E065,0.6271,0.5,80,2,0.0,False
P007,Data Scientist,E044,0.7425,0.5,100,4,0.7739,True
P007,Data Scientist,E050,0.7029,0.5,100,10,0.7712,True
P007,Data Scientist,E064,0.6789,0.5,100,5,0.7336,True
P007,Data Scientist,E058,0.6648,0.5,100,4,0.7195,True
P007,Data Scientist,E029,0.6415,0.5,100,5,0.7074,True
P007,Data Scientist,E009,0.6075,0.5,100,8,0.6961,True
P007,Data Scientist,E075,0.5865,0.5,100,9,0.6855,True
P007,Data Scientist,E076,0.6172,0.25,100,3,0.6821,True
P007,Data Scientist,E028,0.7147,0.5,80,10,0.6795,True
P007,Data Scientist,E030,0.5822,0.25,100,8,0.6784,True
P007,Data Scientist,E025,0.5922,0.25,100,6,0.677,True
P007,Data Scientist,E048,0.5925,0.5,100,5,0.6731,True
P007,Data Scientist,E066,0.5554,0.5,100,10,0.668,True
P007,Data Scientist,E031,0.5786,0.25,100,5,0.6633,True
P007,Data Scientist,E016,0.6688,0.5,80,11,0.6515,True
P007,Data Scientist,E056,0.6826,0.5,80,8,0.6487,True
P007,Data Scientist,E061,0.5367,0.5,100,8,0.6465,True
P007,Data Scientist,E024,0.683,0.5,80,7,0.6447,True
P007,Data Scientist,E062,0.6459,0.5,80,12,0.6397,True
P007,Data Scientist,E077,0.6992,0.5,80,3,0.6394,True
P007,Data Scientist,E026,0.6319,0.5,80,8,0.6131,True
P007,Data Scientist,E080,0.6349,0.5,80,6,0.6069,True
P007,Data Scientist,E042,0.6258,0.5,80,7,0.6047,True
P007,Data Scientist,E013,0.4755,0.25,100,8,0.6037,True
P007,Data Scientist,E037,0.504,0.5,100,3,0.6028,True
P007,Data Scientist,E043,0.6078,0.25,80,9,0.6005,True
P007,Data Scientist,E071,0.6087,0.25,80,6,0.5886,True
P007,Data Scientist,E008,0.5974,0.5,80,6,0.5807,True
P007,Data Scientist,E006,0.7019,0.5,60,12,0.5788,True
P007,Data Scientist,E007,0.5865,0.5,80,7,0.5772,True
P007,Data Scientist,E036,0.5893,0.25,80,6,0.575,True
P007,Data Scientist,E019,0.5919,0.25,80,5,0.5727,True
P007,Data Scientist,E070,0.5697,0.5,80,7,0.5655,True
P007,Data Scientist,E010,0.5492,0.25,80,8,0.5553,True
P007,Data Scientist,E079,0.5592,0.5,80,6,0.554,True
P007,Data Scientist,E020,0.5332,0.5,80,8,0.544,True
