project_id,role,employee_id,final_score,eligible
P009,Full Stack Dev,E005,0.5127,True
P009,Full Stack Dev,E046,0.5059,True
P009,Full Stack Dev,E060,0.4897,True
P009,Full Stack Dev,E008,0.4864,True
P009,Full Stack Dev,E021,0.4285,True
P009,Full Stack Dev,E015,0.0,False
P009,Full Stack Dev,E012,0.0,False
P009,Full Stack Dev,E001,0.0,False
P009,Full Stack Dev,E014,0.0,False
P009,Full Stack Dev,E011,0.0,False
P009,Full Stack Dev,E032,0.0,False
P009,Full Stack Dev,E047,0.0,False
P009,Full Stack Dev,E045,0.0,False
P009,Full Stack Dev,E034,0.0,False
P009,Full Stack Dev,E033,0.0,False
P009,Full Stack Dev,E035,0.0,False
P009,Full Stack Dev,E037,0.0,False
P009,Full Stack Dev,E038,0.0,False
P009,Full Stack Dev,E040,0.0,False
P009,Full Stack Dev,E027,0.0,False
P009,Full Stack Dev,E017,0.0,False
P009,Full Stack Dev,E054,0.0,False
P009,Full Stack Dev,E053,0.0,False
P009,Full Stack Dev,E069,0.0,False
P009,Full Stack Dev,E065,0.0,False
P009,Full Stack Dev,E076,0.0,False
P009,Full Stack Dev,E077,0.0,False
P009,Backend Dev,E061,0.8611,True
P009,Backend Dev,E066,0.8572,True
P009,Backend Dev,E075,0.8569,True
P009,Backend Dev,E048,0.8468,True
P009,Backend Dev,E009,0.8467,True
P009,Backend Dev,E029,0.8452,True
P009,Backend Dev,E025,0.834,True
P009,Backend Dev,E007,0.7766,True
P009,Backend Dev,E042,0.7558,True
P009,Backend Dev,E079,0.7537,True
P009,Backend Dev,E043,0.7489,True
P009,Backend Dev,E070,0.7474,True
P009,Backend Dev,E055,0.7251,True
P009,Backend Dev,E026,0.7238,True
P009,Backend Dev,E052,0.7173,True
P009,Backend Dev,E072,0.7112,True
P009,Backend Dev,E041,0.7095,True
P009,Backend Dev,E020,0.6995,True
P009,Backend Dev,E071,0.6988,True
P009,Backend Dev,E058,0.6923,True
P009,Backend Dev,E019,0.6899,True
P009,Backend Dev,E044,0.6865,True
P009,Backend Dev,E064,0.68,True
P009,Backend Dev,E036,0.6731,True
P009,Backend Dev,E023,0.6521,True
P009,Backend Dev,E050,0.6475,True
P009,Backend Dev,E016,0.6444,True
P009,Backend Dev,E062,0.6425,True
P009,Backend Dev,E067,0.6416,True
P009,Backend Dev,E002,0.6404,True
P009,Backend Dev,E074,0.6378,True
P009,Backend Dev,E078,0.6376,True
P009,Backend Dev,E063,0.6336,True
P009,Backend Dev,E059,0.6311,True
P009,Backend Dev,E030,0.6295,True
P009,Backend Dev,E024,0.6266,True
P009,Backend Dev,E031,0.6256,True
P009,Backend Dev,E073,0.6141,True
P009,Backend Dev,E022,0.6102,True
P009,Backend Dev,E028,0.5997,True
P009,Backend Dev,E056,0.5991,True
P009,Backend Dev,E004,0.5964,True
P009,Backend Dev,E003,0.5926,True
P009,Backend Dev,E068,0.5745,True
P009,Backend Dev,E049,0.5657,True
P009,Backend Dev,E006,0.5512,True
P009,Backend Dev,E051,0.5494,True
P009,Backend Dev,E039,0.5337,True
P009,Backend Dev,E010,0.5336,True
P009,Backend Dev,E057,0.5321,True
P009,Backend Dev,E013,0.5309,True
P009,Backend Dev,E018,0.5194,True
P009,Backend Dev,E080,0.5136,True
P009,Backend Dev,E046,0.5096,True
P009,Backend Dev,E060,0.4895,True
P009,Backend Dev,E005,0.4845,True
P009,Backend Dev,E008,0.4662,True
P009,Backend Dev,E021,0.4325,True
P009,Backend Dev,E015,0.0,False
P009,Backend Dev,E012,0.0,False
P009,Backend Dev,E001,0.0,False
P009,Backend Dev,E014,0.0,False
P009,Backend Dev,E011,0.0,False
P009,Backend Dev,E032,0.0,False
P009,Backend Dev,E047,0.0,False
P009,Backend Dev,E045,0.0,False
P009,Backend Dev,E034,0.0,False
P009,Backend Dev,E033,0.0,False
P009,Backend Dev,E035,0.0,False
P009,Backend Dev,E037,0.0,False
P009,Backend Dev,E038,0.0,False
P009,Backend Dev,E040,0.0,False
P009,Backend Dev,E027,0.0,False
P009,Backend Dev,E017,0.0,False
P009,Backend Dev,E054,0.0,False
P009,Backend Dev,E053,0.0,False
P009,Backend Dev,E069,0.0,False
P009,Backend Dev,E065,0.0,False
P009,Backend Dev,E076,0.0,False
P009,Backend Dev,E077,0.0,False
P009,DevOps,E066,0.8046,True
P009,DevOps,E061,0.8023,True
P009,DevOps,E052,0.797,True
P009,DevOps,E075,0.7933,True
P009,DevOps,E009,0.7872,True
P009,DevOps,E041,0.7794,True
P009,DevOps,E029,0.7787,True
P009,DevOps,E025,0.7764,True
P009,DevOps,E048,0.7743,True
P009,DevOps,E043,0.7376,True
P009,DevOps,E074,0.7131,True
P009,DevOps,E007,0.7129,True
P009,DevOps,E058,0.7066,True
P009,DevOps,E073,0.7026,True
P009,DevOps,E042,0.7013,True
P009,DevOps,E064,0.6948,True
P009,DevOps,E079,0.6941,True
P009,DevOps,E044,0.6937,True
P009,DevOps,E071,0.6841,True
P009,DevOps,E070,0.6819,True
P009,DevOps,E004,0.6769,True
P009,DevOps,E055,0.6645,True
P009,DevOps,E072,0.66,True
P009,DevOps,E019,0.6547,True
P009,DevOps,E026,0.6517,True
P009,DevOps,E049,0.6506,True
P009,DevOps,E036,0.6471,True
P009,DevOps,E050,0.6468,True
P009,DevOps,E031,0.6441,True
P009,DevOps,E030,0.641,True
P009,DevOps,E016,0.6404,True
P009,DevOps,E062,0.6381,True
P009,DevOps,E024,0.6291,True
P009,DevOps,E067,0.6276,True
P009,DevOps,E020,0.625,True
P009,DevOps,E063,0.6218,True
P009,DevOps,E059,0.6214,True
P009,DevOps,E002,0.6201,True
P009,DevOps,E057,0.6184,True
P009,DevOps,E056,0.6149,True
P009,DevOps,E028,0.5945,True
P009,DevOps,E023,0.5911,True
P009,DevOps,E022,0.586,True
P009,DevOps,E046,0.5817,True
P009,DevOps,E078,0.5797,True
P009,DevOps,E006,0.5604,True
P009,DevOps,E039,0.5595,True
P009,DevOps,E010,0.5553,True
P009,DevOps,E068,0.5523,True
P009,DevOps,E018,0.5302,True
P009,DevOps,E013,0.5298,True
P009,DevOps,E003,0.5243,True
P009,DevOps,E051,0.5231,True
P009,DevOps,E080,0.5062,True
P009,DevOps,E005,0.4949,True
P009,DevOps,E060,0.4647,True
P009,DevOps,E008,0.4578,True
P009,DevOps,E021,0.4114,True
P009,DevOps,E015,0.0,False
P009,DevOps,E012,0.0,False
P009,DevOps,E001,0.0,False
P009,DevOps,E014,0.0,False
P009,DevOps,E011,0.0,False
P009,DevOps,E032,0.0,False
P009,DevOps,E047,0.0,False
P009,DevOps,E045,0.0,False
P009,DevOps,E034,0.0,False
P009,DevOps,E033,0.0,False
P009,DevOps,E035,0.0,False
P009,DevOps,E037,0.0,False
P009,DevOps,E038,0.0,False
P009,DevOps,E040,0.0,False
P009,DevOps,E027,0.0,False
P009,DevOps,E017,0.0,False
P009,DevOps,E054,0.0,False
P009,DevOps,E053,0.0,False
P009,DevOps,E069,0.0,False
P009,DevOps,E065,0.0,False
P009,DevOps,E076,0.0,False
P009,DevOps,E077,0.0,False
P010,ML Engineer,E030,0.8771,True
P010,ML Engineer,E031,0.8522,True
P010,ML Engineer,E013,0.7865,True
P010,ML Engineer,E064,0.7667,True
P010,ML Engineer,E044,0.7643,True
P010,ML Engineer,E058,0.7613,True
P010,ML Engineer,E010,0.7557,True
P010,ML Engineer,E050,0.7469,True
P010,ML Engineer,E005,0.7286,True
P010,ML Engineer,E028,0.6914,True
P010,ML Engineer,E056,0.6805,True
P010,ML Engineer,E016,0.6775,True
P010,ML Engineer,E024,0.6714,True
P010,ML Engineer,E012,0.6713,True
P010,ML Engineer,E062,0.6708,True
P010,ML Engineer,E077,0.654,True
P010,ML Engineer,E066,0.6503,True
P010,ML Engineer,E075,0.6439,True
P010,ML Engineer,E048,0.6273,True
P010,ML Engineer,E006,0.6206,True
P010,ML Engineer,E080,0.5995,True
P010,ML Engineer,E061,0.5833,True
P010,ML Engineer,E018,0.574,True
P010,ML Engineer,E029,0.5629,True
P010,ML Engineer,E076,0.5578,True
P010,ML Engineer,E008,0.5521,True
P010,ML Engineer,E039,0.5475,True
P010,ML Engineer,E009,0.5465,True
P010,ML Engineer,E025,0.538,True
P010,ML Engineer,E037,0.5307,True
P010,ML Engineer,E070,0.5302,True
P010,ML Engineer,E043,0.5263,True
P010,ML Engineer,E071,0.525,True
P010,ML Engineer,E079,0.5095,True
P010,ML Engineer,E007,0.5082,True
P010,ML Engineer,E052,0.5045,True
P010,ML Engineer,E041,0.4918,True
P010,ML Engineer,E020,0.491,True
P010,ML Engineer,E036,0.4897,True
P010,ML Engineer,E042,0.4885,True
P010,ML Engineer,E055,0.4806,True
P010,ML Engineer,E072,0.4737,True
P010,ML Engineer,E019,0.4627,True
P010,ML Engineer,E026,0.461,True
P010,ML Engineer,E068,0.4585,True
P010,ML Engineer,E074,0.4223,True
P010,ML Engineer,E051,0.4199,True
P010,ML Engineer,E063,0.419,True
P010,ML Engineer,E002,0.4188,True
P010,ML Engineer,E022,0.4166,True
P010,ML Engineer,E021,0.416,True
P010,ML Engineer,E073,0.4134,True
P010,ML Engineer,E067,0.4127,True
P010,ML Engineer,E059,0.4074,True
P010,ML Engineer,E078,0.4049,True
P010,ML Engineer,E004,0.4019,True
P010,ML Engineer,E023,0.4003,True
P010,ML Engineer,E049,0.387,True
P010,ML Engineer,E060,0.3684,True
P010,ML Engineer,E003,0.3642,True
P010,ML Engineer,E057,0.3299,True
P010,ML Engineer,E046,0.2887,True
P010,ML Engineer,E011,0.0,False
P010,ML Engineer,E001,0.0,False
P010,ML Engineer,E015,0.0,False
P010,ML Engineer,E014,0.0,False
P010,ML Engineer,E047,0.0,False
P010,ML Engineer,E045,0.0,False
P010,ML Engineer,E035,0.0,False
P010,ML Engineer,E034,0.0,False
P010,ML Engineer,E040,0.0,False
P010,ML Engineer,E032,0.0,False
P010,ML Engineer,E027,0.0,False
P010,ML Engineer,E017,0.0,False
P010,ML Engineer,E038,0.0,False
P010,ML Engineer,E033,0.0,False
P010,ML Engineer,E054,0.0,False
P010,ML Engineer,E053,0.0,False
P010,ML Engineer,E069,0.0,False
P010,ML Engineer,E065,0.0,False
P010,Data Engineer,E064,0.82,True
P010,Data Engineer,E058,0.8118,True
P010,Data Engineer,E044,0.8083,True
P010,Data Engineer,E050,0.798,True
P010,Data Engineer,E030,0.7824,True
P010,Data Engineer,E031,0.7589,True
P010,Data Engineer,E056,0.7357,True
P010,Data Engineer,E016,0.7228,True
P010,Data Engineer,E028,0.7206,True
P010,Data Engineer,E024,0.7128,True
P010,Data Engineer,E077,0.7022,True
P010,Data Engineer,E062,0.7021,True
P010,Data Engineer,E013,0.6992,True
P010,Data Engineer,E006,0.6663,True
P010,Data Engineer,E075,0.6588,True
P010,Data Engineer,E010,0.6574,True
P010,Data Engineer,E066,0.6453,True
P010,Data Engineer,E048,0.6385,True
P010,Data Engineer,E005,0.6371,True
P010,Data Engineer,E080,0.6319,True
P010,Data Engineer,E018,0.6101,True
P010,Data Engineer,E039,0.5986,True
P010,Data Engineer,E008,0.5914,True
P010,Data Engineer,E012,0.5903,True
P010,Data Engineer,E061,0.5814,True
P010,Data Engineer,E029,0.5779,True
P010,Data Engineer,E076,0.5624,True
P010,Data Engineer,E025,0.56,True
P010,Data Engineer,E009,0.5566,True
P010,Data Engineer,E070,0.543,True
P010,Data Engineer,E037,0.5379,True
P010,Data Engineer,E043,0.5271,True
P010,Data Engineer,E052,0.5251,True
P010,Data Engineer,E071,0.5247,True
P010,Data Engineer,E079,0.5151,True
P010,Data Engineer,E020,0.5145,True
P010,Data Engineer,E041,0.5049,True
P010,Data Engineer,E007,0.5044,True
P010,Data Engineer,E042,0.4982,True
P010,Data Engineer,E072,0.4908,True
P010,Data Engineer,E036,0.4864,True
P010,Data Engineer,E055,0.4814,True
P010,Data Engineer,E026,0.4806,True
P010,Data Engineer,E019,0.4679,True
P010,Data Engineer,E068,0.4588,True
P010,Data Engineer,E021,0.436,True
P010,Data Engineer,E074,0.4328,True
P010,Data Engineer,E073,0.4278,True
P010,Data Engineer,E002,0.4223,True
P010,Data Engineer,E051,0.4202,True
P010,Data Engineer,E063,0.4197,True
P010,Data Engineer,E078,0.4149,True
P010,Data Engineer,E022,0.4134,True
P010,Data Engineer,E067,0.4126,True
P010,Data Engineer,E049,0.4086,True
P010,Data Engineer,E004,0.4077,True
P010,Data Engineer,E059,0.407,True
P010,Data Engineer,E023,0.4048,True
P010,Data Engineer,E003,0.3889,True
P010,Data Engineer,E060,0.3685,True
P010,Data Engineer,E057,0.3456,True
P010,Data Engineer,E046,0.3087,True
P010,Data Engineer,E011,0.0,False
P010,Data Engineer,E001,0.0,False
P010,Data Engineer,E015,0.0,False
P010,Data Engineer,E014,0.0,False
P010,Data Engineer,E047,0.0,False
P010,Data Engineer,E045,0.0,False
P010,Data Engineer,E035,0.0,False
P010,Data Engineer,E034,0.0,False
P010,Data Engineer,E040,0.0,False
P010,Data Engineer,E032,0.0,False
P010,Data Engineer,E027,0.0,False
P010,Data Engineer,E017,0.0,False
P010,Data Engineer,E038,0.0,False
P010,Data Engineer,E033,0.0,False
P010,Data Engineer,E054,0.0,False
P010,Data Engineer,E053,0.0,False
P010,Data Engineer,E069,0.0,False
P010,Data Engineer,E065,0.0,False
P010,Backend Dev,E075,0.8352,True
P010,Backend Dev,E066,0.8334,True
P010,Backend Dev,E048,0.8305,True
P010,Backend Dev,E061,0.7918,True
P010,Backend Dev,E050,0.7778,True
P010,Backend Dev,E044,0.7701,True
P010,Backend Dev,E029,0.7632,True
P010,Backend Dev,E009,0.7527,True
P010,Backend Dev,E058,0.746,True
P010,Backend Dev,E025,0.7459,True
P010,Backend Dev,E064,0.7456,True
P010,Backend Dev,E030,0.7421,True
P010,Backend Dev,E070,0.7325,True
P010,Backend Dev,E031,0.7221,True
P010,Backend Dev,E079,0.7191,True
P010,Backend Dev,E028,0.7174,True
P010,Backend Dev,E007,0.7143,True
P010,Backend Dev,E020,0.7068,True
P010,Backend Dev,E062,0.7054,True
P010,Backend Dev,E076,0.6973,True
P010,Backend Dev,E055,0.6972,True
P010,Backend Dev,E072,0.6868,True
P010,Backend Dev,E016,0.6836,True
P010,Backend Dev,E024,0.6784,True
P010,Backend Dev,E042,0.6737,True
P010,Backend Dev,E056,0.6639,True
P010,Backend Dev,E013,0.6617,True
P010,Backend Dev,E026,0.6607,True
P010,Backend Dev,E043,0.6587,True
P010,Backend Dev,E080,0.6495,True
P010,Backend Dev,E077,0.6465,True
P010,Backend Dev,E052,0.6403,True
P010,Backend Dev,E071,0.6366,True
P010,Backend Dev,E041,0.6289,True
P010,Backend Dev,E037,0.6221,True
P010,Backend Dev,E078,0.6189,True
P010,Backend Dev,E010,0.6175,True
P010,Backend Dev,E023,0.6118,True
P010,Backend Dev,E036,0.6092,True
P010,Backend Dev,E019,0.6089,True
P010,Backend Dev,E018,0.6077,True
P010,Backend Dev,E006,0.6064,True
P010,Backend Dev,E005,0.5971,True
P010,Backend Dev,E008,0.592,True
P010,Backend Dev,E003,0.5789,True
P010,Backend Dev,E068,0.5741,True
P010,Backend Dev,E039,0.5727,True
P010,Backend Dev,E067,0.5586,True
P010,Backend Dev,E012,0.5542,True
P010,Backend Dev,E074,0.5536,True
P010,Backend Dev,E002,0.5527,True
P010,Backend Dev,E022,0.5498,True
P010,Backend Dev,E073,0.5459,True
P010,Backend Dev,E063,0.5442,True
P010,Backend Dev,E059,0.5423,True
P010,Backend Dev,E004,0.5318,True
P010,Backend Dev,E051,0.5206,True
P010,Backend Dev,E049,0.5183,True
P010,Backend Dev,E060,0.4809,True
P010,Backend Dev,E057,0.4597,True
P010,Backend Dev,E021,0.4509,True
P010,Backend Dev,E046,0.4491,True
P010,Backend Dev,E011,0.0,False
P010,Backend Dev,E001,0.0,False
P010,Backend Dev,E015,0.0,False
P010,Backend Dev,E014,0.0,False
P010,Backend Dev,E047,0.0,False
P010,Backend Dev,E045,0.0,False
P010,Backend Dev,E035,0.0,False
P010,Backend Dev,E034,0.0,False
P010,Backend Dev,E040,0.0,False
P010,Backend Dev,E032,0.0,False
P010,Backend Dev,E027,0.0,False
P010,Backend Dev,E017,0.0,False
P010,Backend Dev,E038,0.0,False
P010,Backend Dev,E033,0.0,False
P010,Backend Dev,E054,0.0,False
P010,Backend Dev,E053,0.0,False
P010,Backend Dev,E069,0.0,False
P010,Backend Dev,E065,0.0,False
P011,Full Stack Dev,E009,0.8071,True
P011,Full Stack Dev,E029,0.8052,True
P011,Full Stack Dev,E015,0.7825,True
P011,Full Stack Dev,E025,0.7803,True
P011,Full Stack Dev,E066,0.7679,True
P011,Full Stack Dev,E048,0.7675,True
P011,Full Stack Dev,E076,0.7673,True
P011,Full Stack Dev,E075,0.7656,True
P011,Full Stack Dev,E061,0.7478,True
P011,Full Stack Dev,E044,0.7334,True
P011,Full Stack Dev,E043,0.7315,True
P011,Full Stack Dev,E050,0.7225,True
P011,Full Stack Dev,E042,0.7114,True
P011,Full Stack Dev,E064,0.6997,True
P011,Full Stack Dev,E034,0.6987,True
P011,Full Stack Dev,E026,0.6983,True
P011,Full Stack Dev,E058,0.697,True
P011,Full Stack Dev,E071,0.6957,True
P011,Full Stack Dev,E030,0.6915,True
P011,Full Stack Dev,E007,0.6822,True
P011,Full Stack Dev,E019,0.682,True
P011,Full Stack Dev,E031,0.6738,True
P011,Full Stack Dev,E036,0.6692,True
P011,Full Stack Dev,E079,0.6667,True
P011,Full Stack Dev,E011,0.6632,True
P011,Full Stack Dev,E038,0.6607,True
P011,Full Stack Dev,E037,0.6605,True
P011,Full Stack Dev,E070,0.6571,True
P011,Full Stack Dev,E028,0.649,True
P011,Full Stack Dev,E014,0.6436,True
P011,Full Stack Dev,E067,0.6367,True
P011,Full Stack Dev,E062,0.6354,True
P011,Full Stack Dev,E016,0.6324,True
P011,Full Stack Dev,E022,0.6323,True
P011,Full Stack Dev,E020,0.6298,True
P011,Full Stack Dev,E055,0.6296,True
P011,Full Stack Dev,E052,0.6254,True
P011,Full Stack Dev,E024,0.6248,True
P011,Full Stack Dev,E063,0.6231,True
P011,Full Stack Dev,E072,0.6221,True
P011,Full Stack Dev,E056,0.6162,True
P011,Full Stack Dev,E002,0.6149,True
P011,Full Stack Dev,E041,0.6132,True
P011,Full Stack Dev,E059,0.6103,True
P011,Full Stack Dev,E077,0.6082,True
P011,Full Stack Dev,E065,0.5974,True
P011,Full Stack Dev,E013,0.5972,True
P011,Full Stack Dev,E054,0.5965,True
P011,Full Stack Dev,E001,0.595,True
P011,Full Stack Dev,E068,0.5911,True
P011,Full Stack Dev,E033,0.5799,True
P011,Full Stack Dev,E080,0.5726,True
P011,Full Stack Dev,E010,0.5682,True
P011,Full Stack Dev,E023,0.562,True
P011,Full Stack Dev,E078,0.5539,True
P011,Full Stack Dev,E006,0.5526,True
P011,Full Stack Dev,E051,0.5524,True
P011,Full Stack Dev,E045,0.5506,True
P011,Full Stack Dev,E032,0.5486,True
P011,Full Stack Dev,E005,0.5462,True
P011,Full Stack Dev,E008,0.542,True
P011,Full Stack Dev,E074,0.535,True
P011,Full Stack Dev,E073,0.531,True
P011,Full Stack Dev,E018,0.5276,True
P011,Full Stack Dev,E039,0.523,True
P011,Full Stack Dev,E003,0.512,True
P011,Full Stack Dev,E040,0.5112,True
P011,Full Stack Dev,E004,0.5111,True
P011,Full Stack Dev,E060,0.5023,True
P011,Full Stack Dev,E049,0.4989,True
P011,Full Stack Dev,E012,0.4947,True
P011,Full Stack Dev,E057,0.4485,True
P011,Full Stack Dev,E021,0.4354,True
P011,Full Stack Dev,E046,0.4284,True
P011,Full Stack Dev,E017,0.0,False
P011,Full Stack Dev,E027,0.0,False
P011,Full Stack Dev,E047,0.0,False
P011,Full Stack Dev,E035,0.0,False
P011,Full Stack Dev,E053,0.0,False
P011,Full Stack Dev,E069,0.0,False
P011,Data Scientist,E044,0.7854,True
P011,Data Scientist,E050,0.7815,True
P011,Data Scientist,E064,0.7416,True
P011,Data Scientist,E058,0.7281,True
P011,Data Scientist,E029,0.7117,True
P011,Data Scientist,E009,0.6977,True
P011,Data Scientist,E028,0.6906,True
P011,Data Scientist,E075,0.69,True
P011,Data Scientist,E030,0.6888,True
P011,Data Scientist,E076,0.6884,True
P011,Data Scientist,E025,0.6805,True
P011,Data Scientist,E048,0.6788,True
P011,Data Scientist,E015,0.6752,True
P011,Data Scientist,E031,0.6747,True
P011,Data Scientist,E066,0.6736,True
P011,Data Scientist,E038,0.6667,True
P011,Data Scientist,E054,0.6598,True
P011,Data Scientist,E016,0.6581,True
P011,Data Scientist,E065,0.6577,True
P011,Data Scientist,E056,0.6556,True
P011,Data Scientist,E024,0.6537,True
P011,Data Scientist,E077,0.6497,True
P011,Data Scientist,E061,0.6488,True
P011,Data Scientist,E062,0.646,True
P011,Data Scientist,E080,0.6177,True
P011,Data Scientist,E034,0.6175,True
P011,Data Scientist,E026,0.6162,True
P011,Data Scientist,E013,0.613,True
P011,Data Scientist,E042,0.6085,True
P011,Data Scientist,E037,0.6082,True
P011,Data Scientist,E043,0.6048,True
P011,Data Scientist,E071,0.5946,True
P011,Data Scientist,E008,0.5906,True
P011,Data Scientist,E006,0.5837,True
P011,Data Scientist,E007,0.5821,True
P011,Data Scientist,E036,0.5809,True
P011,Data Scientist,E011,0.5798,True
P011,Data Scientist,E014,0.5793,True
P011,Data Scientist,E019,0.5771,True
P011,Data Scientist,E070,0.5698,True
P011,Data Scientist,E032,0.5681,True
P011,Data Scientist,E045,0.567,True
P011,Data Scientist,E010,0.5648,True
P011,Data Scientist,E079,0.5588,True
P011,Data Scientist,E005,0.5525,True
P011,Data Scientist,E020,0.5473,True
P011,Data Scientist,E001,0.5424,True
P011,Data Scientist,E039,0.5363,True
P011,Data Scientist,E018,0.5298,True
P011,Data Scientist,E022,0.5283,True
P011,Data Scientist,E052,0.5281,True
P011,Data Scientist,E072,0.528,True
P011,Data Scientist,E033,0.5275,True
P011,Data Scientist,E041,0.5222,True
P011,Data Scientist,E055,0.52,True
P011,Data Scientist,E012,0.5181,True
P011,Data Scientist,E067,0.5113,True
P011,Data Scientist,E068,0.5074,True
P011,Data Scientist,E002,0.503,True
P011,Data Scientist,E063,0.5009,True
P011,Data Scientist,E059,0.4924,True
P011,Data Scientist,E051,0.4739,True
P011,Data Scientist,E023,0.4601,True
P011,Data Scientist,E078,0.4465,True
P011,Data Scientist,E040,0.4445,True
P011,Data Scientist,E003,0.4372,True
P011,Data Scientist,E073,0.4368,True
P011,Data Scientist,E074,0.4359,True
P011,Data Scientist,E021,0.4255,True
P011,Data Scientist,E060,0.4182,True
P011,Data Scientist,E004,0.4152,True
P011,Data Scientist,E049,0.4027,True
P011,Data Scientist,E057,0.3498,True
P011,Data Scientist,E046,0.3188,True
P011,Data Scientist,E017,0.0,False
P011,Data Scientist,E027,0.0,False
P011,Data Scientist,E047,0.0,False
P011,Data Scientist,E035,0.0,False
P011,Data Scientist,E053,0.0,False
P011,Data Scientist,E069,0.0,False
P012,ML Engineer,E030,0.8516,True
P012,ML Engineer,E031,0.8394,True
P012,ML Engineer,E013,0.7594,True
P012,ML Engineer,E010,0.7425,True
P012,ML Engineer,E005,0.7177,True
P012,ML Engineer,E064,0.7091,True
P012,ML Engineer,E058,0.7063,True
P012,ML Engineer,E044,0.6854,True
P012,ML Engineer,E012,0.662,True
P012,ML Engineer,E050,0.6546,True
P012,ML Engineer,E056,0.6203,True
P012,ML Engineer,E016,0.6183,True
P012,ML Engineer,E066,0.6144,True
P012,ML Engineer,E024,0.6043,True
P012,ML Engineer,E075,0.5967,True
P012,ML Engineer,E028,0.5959,True
P012,ML Engineer,E062,0.5948,True
P012,ML Engineer,E048,0.5857,True
P012,ML Engineer,E077,0.5788,True
P012,ML Engineer,E006,0.5568,True
P012,ML Engineer,E061,0.5471,True
P012,ML Engineer,E029,0.5254,True
P012,ML Engineer,E009,0.522,True
P012,ML Engineer,E018,0.5081,True
P012,ML Engineer,E080,0.5018,True
P012,ML Engineer,E037,0.4994,True
P012,ML Engineer,E025,0.4985,True
P012,ML Engineer,E076,0.4972,True
P012,ML Engineer,E070,0.4889,True
P012,ML Engineer,E039,0.4845,True
P012,ML Engineer,E008,0.4787,True
P012,ML Engineer,E043,0.4778,True
P012,ML Engineer,E052,0.4738,True
P012,ML Engineer,E071,0.4732,True
P012,ML Engineer,E079,0.4717,True
P012,ML Engineer,E007,0.4685,True
P012,ML Engineer,E041,0.4629,True
P012,ML Engineer,E042,0.4584,True
P012,ML Engineer,E020,0.4519,True
P012,ML Engineer,E055,0.4478,True
P012,ML Engineer,E072,0.442,True
P012,ML Engineer,E036,0.4276,True
P012,ML Engineer,E068,0.4275,True
P012,ML Engineer,E026,0.4236,True
P012,ML Engineer,E051,0.4057,True
P012,ML Engineer,E019,0.4035,True
P012,ML Engineer,E021,0.3953,True
P012,ML Engineer,E074,0.3905,True
P012,ML Engineer,E073,0.3799,True
P012,ML Engineer,E063,0.3712,True
P012,ML Engineer,E078,0.3704,True
P012,ML Engineer,E004,0.3673,True
P012,ML Engineer,E022,0.3648,True
P012,ML Engineer,E023,0.3647,True
P012,ML Engineer,E002,0.3643,True
P012,ML Engineer,E067,0.3636,True
P012,ML Engineer,E049,0.3592,True
P012,ML Engineer,E059,0.3541,True
P012,ML Engineer,E060,0.3305,True
P012,ML Engineer,E003,0.3236,True
P012,ML Engineer,E057,0.2991,True
P012,ML Engineer,E046,0.2674,True
P012,ML Engineer,E011,0.0,False
P012,ML Engineer,E001,0.0,False
P012,ML Engineer,E015,0.0,False
P012,ML Engineer,E014,0.0,False
P012,ML Engineer,E047,0.0,False
P012,ML Engineer,E045,0.0,False
P012,ML Engineer,E035,0.0,False
P012,ML Engineer,E034,0.0,False
P012,ML Engineer,E040,0.0,False
P012,ML Engineer,E032,0.0,False
P012,ML Engineer,E027,0.0,False
P012,ML Engineer,E017,0.0,False
P012,ML Engineer,E038,0.0,False
P012,ML Engineer,E033,0.0,False
P012,ML Engineer,E054,0.0,False
P012,ML Engineer,E053,0.0,False
P012,ML Engineer,E069,0.0,False
P012,ML Engineer,E065,0.0,False
P012,Backend Dev,E066,0.8203,True
P012,Backend Dev,E048,0.8115,True
P012,Backend Dev,E075,0.807,True
P012,Backend Dev,E061,0.7659,True
P012,Backend Dev,E009,0.7434,True
P012,Backend Dev,E029,0.7406,True
P012,Backend Dev,E030,0.7262,True
P012,Backend Dev,E044,0.7236,True
P012,Backend Dev,E058,0.7225,True
P012,Backend Dev,E025,0.7212,True
P012,Backend Dev,E064,0.7195,True
P012,Backend Dev,E031,0.7136,True
P012,Backend Dev,E070,0.7105,True
P012,Backend Dev,E079,0.7076,True
P012,Backend Dev,E050,0.7058,True
P012,Backend Dev,E007,0.6981,True
P012,Backend Dev,E020,0.6789,True
P012,Backend Dev,E072,0.6788,True
P012,Backend Dev,E055,0.6766,True
P012,Backend Dev,E042,0.668,True
P012,Backend Dev,E028,0.6536,True
P012,Backend Dev,E016,0.6483,True
P012,Backend Dev,E076,0.6437,True
P012,Backend Dev,E062,0.642,True
P012,Backend Dev,E043,0.6411,True
P012,Backend Dev,E024,0.6379,True
P012,Backend Dev,E052,0.6361,True
P012,Backend Dev,E056,0.6342,True
P012,Backend Dev,E026,0.6318,True
P012,Backend Dev,E013,0.6295,True
P012,Backend Dev,E037,0.6186,True
P012,Backend Dev,E071,0.6152,True
P012,Backend Dev,E078,0.6105,True
P012,Backend Dev,E010,0.6085,True
P012,Backend Dev,E041,0.6072,True
P012,Backend Dev,E023,0.6003,True
P012,Backend Dev,E077,0.5973,True
P012,Backend Dev,E005,0.5834,True
P012,Backend Dev,E068,0.5729,True
